Department,Role,Will_Relocate,Trending Perf,Talent_Level,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),left_Company,EMP_Sat_OnPrem_mean,EMP_Sat_Remote_mean,EMP_Engagement_mean,Emp_Work_Status_mean,Emp_Competitive_mean,Emp_Collaborative_mean
Finance,Level 1,0,3,6,0.8,0.97,7,284,4,0,0,low,3,2,1,2,2,1751,89,8,1,3.5,4.6,1.8,3.5,2.0,2.6
Sales,Level 2-4,0,3,6,0.8,0.71,4,271,3,0,0,medium,1,2,4,2,4,4137,78,3,0,3.5,4.2,4.2,2.5,2.4,3.6
Operations,Level 2-4,1,3,6,0.8,0.72,5,152,3,1,0,low,1,2,2,2,2,5314,78,9,0,3.5,4.2,4.2,3.8,2.6,2.6
IT,Level 2-4,1,3,6,0.8,0.75,2,100,4,0,0,low,3,2,2,3,2,5398,73,2,0,3.5,4.2,4.2,3.0,3.8,3.4
Finance,Level 2-4,0,3,6,0.4,0.54,4,217,4,0,0,low,54,1,1,1,1,2030,79,10,0,3.8,2.4,4.2,2.8,3.0,3.8
Operations,Level 2-4,1,3,6,0.4,0.53,5,160,4,1,0,medium,19,1,2,2,2,1000,89,9,0,3.8,2.4,4.2,1.8,3.0,2.8
Finance,Level 2-4,1,3,6,0.8,0.98,3,241,3,0,0,medium,10,3,4,4,2,5275,80,6,0,3.5,4.6,4.2,3.2,3.4,3.4
Sales,Senior Director,0,3,6,0.8,0.73,4,148,3,0,0,low,5,2,3,2,2,4913,77,2,0,3.5,4.2,4.2,4.0,2.8,2.2
IT,Manager,1,3,6,0.8,0.82,4,190,5,0,0,low,8,2,2,3,3,4736,75,2,0,3.5,4.2,4.2,2.5,3.2,2.6
Operations,Level 2-4,0,3,6,0.4,0.58,5,197,4,0,0,low,2,1,1,1,2,2222,89,9,0,3.8,2.4,4.2,4.0,3.4,2.0
Human Resources,Level 2-4,1,3,6,0.4,0.45,4,168,2,0,0,low,53,1,1,1,2,1814,87,7,0,3.8,2.4,4.2,3.0,3.0,1.8
Human Resources,Senior Manager,1,3,6,0.4,0.6,3,160,10,0,0,medium,29,1,2,2,2,1952,64,10,0,3.8,4.2,4.2,2.8,2.6,3.2
Warehouse,Manager,0,3,6,0.4,0.53,2,143,3,0,0,low,22,2,2,1,1,1993,65,8,1,3.8,2.4,1.8,4.0,3.0,2.0
Warehouse,Manager,0,3,6,0.4,0.51,4,193,3,0,0,high,14,2,1,2,2,3907,90,7,0,3.8,2.4,4.2,2.8,2.8,3.8
Sales,Level 2-4,0,3,6,0.4,0.58,4,222,2,0,0,medium,55,2,2,1,2,3833,77,8,0,3.8,2.4,4.2,3.8,2.6,3.0
Finance,Level 1,0,3,6,0.5,0.66,5,165,3,0,0,medium,48,2,2,1,1,1240,86,10,0,1.8,4.2,4.2,4.0,3.2,3.4
IT,Level 1,0,3,6,0.4,0.65,5,285,6,0,0,high,63,2,2,2,1,3151,80,10,0,1.8,4.2,4.2,2.8,1.8,3.0
IT,Level 1,1,3,6,0.4,0.5,2,146,3,0,0,medium,38,1,1,1,1,8321,72,6,1,3.8,2.4,1.8,2.5,3.0,3.2
IT,Senior Manager,0,3,6,0.4,0.46,2,153,3,0,0,low,8,1,1,1,2,1479,73,9,1,3.8,2.4,1.8,2.0,2.0,1.0
Sales,VP,0,3,6,0.4,0.63,3,204,3,0,0,medium,48,2,1,2,2,2792,78,9,0,1.8,4.2,4.2,2.8,2.2,3.4
Operations,Manager,1,3,6,0.8,0.76,5,175,4,0,0,low,4,4,2,2,2,4505,75,2,0,3.5,4.2,4.2,4.5,2.8,3.8
Operations,Senior Director,1,3,6,0.8,0.79,4,148,3,0,0,medium,5,3,2,2,4,4892,71,2,0,3.5,4.2,4.2,3.2,2.2,3.2
Operations,Manager,1,3,6,0.5,0.68,3,98,3,0,0,medium,48,2,1,2,1,1635,72,9,0,1.8,4.2,4.2,3.5,3.0,3.6
Finance,Level 2-4,1,3,6,0.4,0.53,2,151,3,0,0,low,27,2,1,2,2,1297,69,7,1,3.8,2.4,1.8,4.5,2.8,1.8
IT,Level 1,0,3,6,0.4,0.5,5,142,4,0,0,medium,9,1,1,2,2,1269,89,6,0,3.8,2.4,4.2,3.0,1.8,1.4
IT,Level 2-4,0,3,6,0.4,0.43,3,192,2,0,0,low,24,1,1,1,2,2806,89,7,0,3.8,2.4,4.2,2.8,2.6,2.4
Operations,Level 2-4,0,3,6,0.8,0.88,4,149,3,0,0,medium,6,2,3,3,3,5508,80,5,0,3.5,4.2,4.2,3.0,4.2,3.0
IT,Senior Manager,1,3,6,0.8,0.97,3,174,2,0,0,low,4,2,2,2,2,4295,70,9,0,3.5,4.6,4.2,3.5,4.4,2.2
IT,Level 2-4,0,3,6,0.8,0.86,3,160,4,1,0,low,9,3,3,3,2,5112,78,7,0,3.5,4.2,4.2,3.2,3.0,3.0
Human Resources,Director,0,3,6,0.8,0.74,6,253,2,0,0,low,9,4,4,3,2,5972,80,4,0,3.5,4.2,4.2,2.0,2.8,2.8
IT,Level 2-4,0,3,6,0.8,0.72,3,245,10,0,0,medium,1,4,3,2,2,5363,78,5,0,3.5,4.2,4.2,3.5,3.6,2.8
Sales,Director,1,3,6,0.8,0.72,3,139,2,0,0,medium,7,2,2,4,2,5536,76,1,0,3.5,4.2,4.2,4.8,4.0,2.8
Operations,Level 2-4,0,3,6,0.4,0.59,3,234,2,0,0,medium,46,2,1,2,1,3108,80,10,0,3.8,2.4,4.2,3.5,2.4,2.6
Human Resources,Manager,0,3,6,0.4,0.61,3,154,3,0,0,medium,46,1,2,1,2,1312,64,8,0,3.8,4.2,4.2,3.8,3.0,2.8
Sales,Level 1,1,3,6,0.8,0.8,5,244,3,0,0,medium,3,2,3,3,4,4015,79,4,0,3.5,4.2,4.2,2.8,3.2,3.4
IT,Level 1,0,3,6,0.4,0.59,4,202,3,0,0,medium,2,2,2,2,1,3962,75,6,0,3.8,2.4,4.2,3.8,2.2,4.0
Warehouse,Director,0,3,6,0.4,0.51,3,256,3,0,0,low,41,1,1,2,2,3318,80,8,0,3.8,2.4,4.2,2.0,2.0,3.4
Operations,Manager,0,3,6,0.4,0.49,2,155,3,0,0,medium,4,2,1,1,1,6352,73,8,1,3.8,2.4,1.8,2.0,2.2,3.0
Human Resources,Level 2-4,1,3,6,0.8,0.96,5,267,5,0,0,low,1,2,1,1,2,1352,87,6,1,3.5,4.6,1.8,4.5,1.8,2.8
Human Resources,Level 2-4,0,3,6,0.4,0.4,4,274,3,0,0,low,12,1,1,2,2,3059,76,8,0,3.8,2.4,4.2,3.0,2.0,2.4
Human Resources,Manager,0,3,6,0.8,0.81,3,168,4,0,0,low,2,3,3,3,2,4541,77,8,0,3.5,4.2,4.2,3.8,3.8,2.4
Human Resources,Level 2-4,1,3,6,0.4,0.52,2,145,3,0,0,medium,45,2,2,2,2,6205,70,8,1,3.8,2.4,1.8,3.0,3.6,2.6
Warehouse,Level 2-4,0,3,6,0.4,0.5,2,135,5,0,0,low,38,2,1,1,2,1174,63,10,1,3.8,2.4,1.8,3.2,2.8,2.4
Warehouse,Level 2-4,1,3,6,0.4,0.64,5,133,4,0,0,medium,29,2,1,2,2,1094,86,9,0,1.8,4.2,4.2,3.2,1.8,2.8
Operations,Manager,1,3,6,0.5,0.66,4,255,5,0,0,low,18,2,2,1,2,3644,78,8,0,1.8,4.2,4.2,3.0,2.2,2.0
Sales,Level 2-4,1,3,6,0.5,0.68,5,167,3,0,0,low,5,2,2,1,2,1772,89,10,0,1.8,4.2,4.2,2.2,3.2,2.4
IT,Level 2-4,0,3,6,0.8,0.92,5,232,5,0,0,low,6,1,2,2,1,1427,89,2,1,3.5,4.2,1.8,3.0,2.2,2.8
IT,Director,0,3,6,0.4,0.53,3,255,5,0,0,high,59,2,2,2,2,1495,85,8,1,3.8,2.4,1.8,2.5,2.0,3.0
Human Resources,Senior Manager,0,3,6,0.4,0.55,2,147,3,0,0,medium,4,2,2,2,2,7007,65,7,1,3.8,2.4,1.8,4.0,2.8,3.0
Operations,Level 1,1,3,6,0.8,0.87,3,271,2,0,0,medium,7,2,2,4,4,4569,75,2,0,3.5,4.2,4.2,3.2,2.6,2.4
Human Resources,Level 1,0,3,6,0.4,0.53,3,163,3,0,0,medium,39,2,2,1,1,1441,71,6,0,3.8,2.4,4.2,2.5,2.6,2.6
Operations,Senior Manager,1,3,6,0.8,0.91,4,206,3,0,0,low,2,4,4,2,3,5572,78,8,0,3.5,4.2,4.2,3.5,3.4,3.4
Operations,Level 2-4,1,3,6,0.8,0.9,4,221,10,1,0,high,6,4,4,3,2,5582,80,7,0,3.5,4.2,4.2,2.8,2.8,3.6
Warehouse,Manager,1,3,6,0.5,0.65,5,265,3,0,0,medium,33,2,2,1,1,2734,77,10,0,1.8,4.2,4.2,3.2,1.8,2.6
IT,Level 2-4,0,3,6,0.8,0.96,6,173,3,0,0,medium,4,3,2,3,2,5970,77,1,0,3.5,4.6,4.2,2.0,3.0,2.6
Finance,Level 1,1,3,6,0.8,0.85,3,242,2,0,0,low,7,2,4,2,3,4501,75,4,0,3.5,4.2,4.2,2.8,3.6,3.2
Operations,Level 2-4,0,3,6,0.4,0.48,2,186,2,0,0,medium,43,2,1,1,2,2289,89,6,0,3.8,2.4,4.2,3.5,2.4,3.2
Finance,Director,1,3,6,0.8,0.84,4,195,3,0,0,low,2,4,2,2,2,4418,76,4,0,3.5,4.2,4.2,2.0,2.4,3.2
IT,Level 1,1,3,6,0.8,0.99,4,247,3,1,0,low,5,3,4,2,2,5636,78,6,0,3.5,4.6,4.2,3.2,2.6,2.4
Operations,Level 2-4,0,3,6,0.4,0.48,4,184,5,1,0,low,17,1,2,2,1,2255,89,6,0,3.8,2.4,4.2,3.5,2.6,3.0
Warehouse,Level 2-4,1,3,6,0.8,0.99,5,255,6,0,0,low,3,2,1,2,1,1014,90,5,1,3.5,4.6,1.8,3.8,1.8,2.0
IT,Level 1,0,3,6,0.8,0.9,6,253,4,0,0,medium,9,2,1,2,2,1488,86,2,1,3.5,4.2,1.8,3.5,2.8,1.4
Warehouse,Senior Manager,0,3,6,0.5,0.66,3,164,3,0,0,low,5,1,2,1,2,1408,63,7,1,1.8,4.2,1.8,3.5,2.6,2.6
Sales,Level 2-4,0,3,6,0.8,0.78,4,241,4,0,1,medium,9,4,5,2,2,5360,80,1,0,3.5,4.2,4.2,2.0,3.8,3.2
Finance,Level 1,0,3,6,0.4,0.56,6,140,5,0,0,medium,23,2,2,2,2,1701,86,6,0,3.8,2.4,4.2,4.0,2.0,3.2
Operations,Level 2-4,1,3,6,0.8,0.72,3,113,3,1,0,medium,1,4,4,4,2,5765,78,8,0,3.5,4.2,4.2,4.0,2.6,3.2
Finance,Senior Director,0,3,6,0.4,0.52,2,161,3,0,0,medium,56,2,2,1,1,6159,74,7,1,3.8,2.4,1.8,2.8,3.0,2.8
Sales,Level 2-4,1,3,6,0.8,0.78,6,281,4,0,0,low,8,1,2,2,1,1241,87,7,1,3.5,4.2,1.8,4.2,2.8,2.8
Sales,Manager,1,3,6,0.8,0.96,3,140,3,0,0,medium,8,3,3,4,2,5724,75,5,0,3.5,4.2,4.2,3.5,4.0,2.6
IT,Level 2-4,1,3,6,0.4,0.65,5,138,2,0,0,medium,38,2,2,1,1,1803,87,10,0,1.8,4.2,4.2,3.2,2.2,3.0
Operations,Level 2-4,0,3,6,0.4,0.49,3,104,7,0,0,high,60,2,1,2,1,1115,70,9,0,3.8,2.4,4.2,3.8,2.4,4.0
IT,Level 2-4,1,3,6,0.8,0.84,3,195,3,0,0,medium,9,4,3,4,3,4224,80,5,0,3.5,4.2,4.2,2.8,3.0,3.0
Warehouse,Level 2-4,0,3,6,0.8,0.8,6,304,4,0,0,low,6,1,1,2,1,1342,85,5,1,3.5,4.2,1.8,3.5,3.2,3.4
IT,Senior Manager,1,3,6,0.8,0.94,5,222,6,0,0,low,9,1,2,2,1,1656,85,3,1,3.5,4.2,1.8,3.2,2.4,2.2
Warehouse,Level 2-4,1,3,6,0.8,0.72,3,166,3,0,0,medium,9,3,3,3,3,4410,72,3,0,3.5,4.2,4.2,1.8,2.8,3.2
Sales,Manager,1,3,6,0.4,0.61,4,199,3,0,0,low,23,1,2,2,1,2994,87,7,0,3.8,4.2,4.2,2.5,1.6,3.6
Finance,Level 2-4,0,3,6,0.8,0.77,3,134,2,1,0,low,4,2,4,2,2,5291,77,2,0,3.5,4.2,4.2,4.0,3.4,2.8
Warehouse,Senior Director,1,3,6,0.8,0.93,6,256,4,0,0,low,7,2,1,1,1,1372,90,9,1,3.5,4.2,1.8,2.2,2.8,3.8
Warehouse,Manager,1,3,6,0.4,0.6,4,209,8,1,0,medium,59,1,2,2,2,2948,77,10,0,3.8,4.2,4.2,3.5,3.2,3.4
Sales,Manager,1,3,6,0.4,0.55,5,261,5,0,0,medium,50,2,1,1,2,3692,78,9,0,3.8,2.4,4.2,1.8,2.6,3.8
Human Resources,Level 1,0,3,6,0.8,0.78,3,162,2,0,0,low,9,2,4,3,2,4903,71,4,0,3.5,4.2,4.2,3.2,3.2,3.4
Human Resources,Level 2-4,0,3,6,0.4,0.49,2,160,3,0,0,low,48,1,2,2,1,1863,65,6,1,3.8,2.4,1.8,2.8,2.2,3.2
Human Resources,Level 2-4,1,3,6,0.8,0.8,3,271,4,0,0,low,3,3,3,3,2,5831,80,8,0,3.5,4.2,4.2,3.2,2.0,2.2
Operations,Level 2-4,0,3,6,0.5,0.68,3,150,3,0,0,low,43,1,2,2,1,1831,67,6,0,1.8,4.2,4.2,2.0,1.6,3.2
Warehouse,Manager,1,3,6,0.4,0.54,2,158,3,0,0,low,10,2,2,1,1,1271,68,6,1,3.8,2.4,1.8,3.5,2.6,3.0
IT,Level 1,0,3,6,0.8,0.97,3,167,2,0,0,low,8,2,3,3,3,4171,77,7,0,3.5,4.6,4.2,3.2,3.4,2.4
IT,Level 2-4,0,3,6,0.8,0.72,3,185,2,1,0,high,3,3,2,3,2,4816,76,8,0,3.5,4.2,4.2,3.2,3.4,3.8
IT,Level 1,0,3,6,0.4,0.59,3,192,2,0,0,low,56,1,1,1,1,3765,88,6,0,3.8,2.4,4.2,4.0,2.4,3.4
Warehouse,Manager,0,3,6,0.8,0.87,4,148,5,0,0,medium,2,3,4,3,3,4065,76,7,0,3.5,4.2,4.2,2.8,4.0,3.0
Finance,Senior Manager,1,3,6,0.4,0.5,4,207,3,0,0,low,15,2,1,2,2,2184,75,6,0,3.8,2.4,4.2,3.5,2.4,2.6
Sales,Level 2-4,1,3,6,0.4,0.4,6,177,2,1,0,medium,11,2,2,2,2,1284,87,10,0,3.8,2.4,4.2,3.2,2.4,3.4
Operations,Manager,0,3,6,0.8,0.9,4,216,3,0,0,low,4,3,4,3,3,4309,79,8,0,3.5,4.2,4.2,2.0,3.2,3.4
Finance,Level 2-4,0,3,6,0.8,0.93,3,159,3,0,0,low,10,2,3,3,2,4358,72,7,0,3.5,4.2,4.2,2.2,3.4,3.0
IT,Level 1,1,3,6,0.8,0.92,4,229,2,0,0,low,9,4,2,3,3,5672,75,9,0,3.5,4.2,4.2,3.2,2.8,2.4
Warehouse,Level 1,1,3,6,0.8,0.83,5,206,3,0,0,low,1,4,4,3,3,5520,77,1,0,3.5,4.2,4.2,4.0,3.0,2.8
Warehouse,Senior Manager,1,3,6,0.8,0.88,4,155,3,1,0,low,2,4,2,3,2,4094,71,9,0,3.5,4.2,4.2,4.0,3.4,3.0
Human Resources,Level 1,1,3,6,0.8,0.94,3,150,2,0,0,medium,10,3,2,2,3,5187,76,3,0,3.5,4.2,4.2,3.8,2.2,2.2
Finance,Manager,0,3,6,0.5,0.69,3,224,3,0,0,medium,63,2,1,1,2,2085,79,9,0,1.8,4.2,4.2,3.5,1.6,2.4
Finance,Manager,0,3,6,0.8,0.8,5,217,2,0,0,medium,4,2,3,2,3,4380,75,6,0,3.5,4.2,4.2,3.2,3.2,3.6
Sales,Level 1,0,3,6,0.8,0.81,6,309,4,0,0,low,5,1,2,2,1,1712,88,5,1,3.5,4.2,1.8,3.8,3.2,1.6
Human Resources,Level 1,0,3,6,0.8,0.87,4,157,3,0,0,medium,9,3,4,4,3,4990,79,1,0,3.5,4.2,4.2,3.8,3.2,3.0
Sales,Manager,1,3,6,0.8,0.76,3,150,2,0,0,medium,3,4,2,2,4,5836,75,5,0,3.5,4.2,4.2,2.8,3.8,2.6
Sales,Senior Director,0,3,6,0.4,0.55,2,137,3,0,0,low,63,2,1,2,1,1469,65,7,1,3.8,2.4,1.8,3.5,2.4,3.8
Operations,Senior Manager,1,3,6,0.4,0.49,4,139,2,0,0,medium,41,1,2,2,2,1331,89,7,0,3.8,2.4,4.2,2.5,1.8,1.8
Warehouse,Level 2-4,1,3,6,0.8,0.96,3,168,2,0,0,low,1,3,3,3,2,5097,70,9,0,3.5,4.2,4.2,2.0,2.8,3.2
Sales,Senior Manager,1,3,6,0.8,0.85,6,289,4,0,0,high,3,2,1,1,1,1116,85,1,1,3.5,4.2,1.8,3.8,2.2,3.2
Operations,Level 2-4,0,3,6,0.4,0.58,4,173,5,0,0,medium,51,2,2,2,1,1691,88,10,0,3.8,2.4,4.2,4.5,2.6,2.8
Human Resources,Level 2-4,0,3,6,0.8,0.87,3,207,4,1,0,low,9,3,4,3,3,4252,75,2,0,3.5,4.2,4.2,2.8,2.8,2.6
Finance,Level 2-4,0,3,6,0.8,0.97,3,171,4,1,0,medium,6,4,4,2,2,5398,71,2,0,3.5,4.6,4.2,2.2,2.8,2.4
Sales,Senior Director,0,3,6,0.4,0.55,2,173,2,0,0,low,26,2,2,1,2,1892,60,8,0,3.8,2.4,4.2,2.8,2.8,3.8
IT,Level 1,0,3,6,0.8,0.85,5,266,5,0,0,low,1,2,1,1,2,1504,88,6,1,3.5,4.2,1.8,2.2,2.8,2.4
Finance,Manager,0,3,6,0.8,0.98,4,265,3,0,0,medium,3,3,4,2,4,5177,75,4,0,3.5,4.6,4.2,3.2,2.8,3.2
Operations,Director,1,3,6,0.4,0.59,3,237,2,0,0,high,26,1,1,1,1,3103,75,7,0,3.8,2.4,4.2,2.5,3.0,3.8
IT,Level 2-4,1,3,6,0.4,0.58,3,197,3,0,0,medium,56,2,1,2,2,3427,89,6,0,3.8,2.4,4.2,2.8,2.8,2.4
Sales,Level 2-4,0,3,6,0.4,0.58,5,171,2,0,0,medium,22,2,2,2,1,1695,85,6,0,3.8,2.4,4.2,2.8,3.2,3.0
Warehouse,Level 2-4,1,3,6,0.8,0.88,5,216,10,1,0,medium,2,4,4,4,2,5672,75,3,0,3.5,4.2,4.2,2.8,3.4,2.6
Warehouse,Level 2-4,1,3,6,0.8,0.9,4,237,5,0,0,low,2,1,2,2,1,1357,87,8,1,3.5,4.2,1.8,3.2,2.8,3.6
IT,Level 2-4,0,3,6,0.4,0.4,4,138,4,0,0,low,35,2,2,1,1,1350,88,9,0,3.8,2.4,4.2,3.0,2.4,3.8
Sales,Senior Manager,1,3,6,0.8,0.84,4,149,4,1,0,medium,1,3,4,2,3,4678,80,3,0,3.5,4.2,4.2,2.5,3.8,2.0
Human Resources,Manager,0,3,6,0.8,0.86,4,98,4,0,0,low,5,2,4,2,3,5188,76,2,0,3.5,4.2,4.2,3.2,2.8,2.2
IT,Manager,1,3,6,0.8,0.73,5,151,2,0,0,low,8,4,4,3,2,4749,80,2,0,3.5,4.2,4.2,3.5,3.4,2.8
Sales,Level 1,1,3,6,0.4,0.63,2,162,3,0,0,low,34,1,1,1,1,1558,64,9,0,1.8,4.2,4.2,4.5,2.6,2.4
Warehouse,Manager,0,3,6,0.8,0.86,3,215,4,0,0,low,3,2,2,3,3,4042,80,1,0,3.5,4.2,4.2,3.2,3.2,2.4
Warehouse,Level 1,0,3,6,0.5,0.69,4,222,4,0,0,medium,49,1,1,2,1,3697,79,9,0,1.8,4.2,4.2,3.2,3.4,1.8
Finance,Level 2-4,0,3,6,0.8,0.8,2,257,2,1,0,low,1,2,4,3,2,5331,78,7,0,3.5,4.2,4.2,3.5,3.2,2.2
Operations,Senior Manager,1,3,6,0.8,0.73,5,203,2,0,0,medium,4,3,2,2,2,4311,77,8,0,3.5,4.2,4.2,2.5,2.8,2.0
Warehouse,Manager,0,3,6,0.8,0.74,4,261,3,1,0,medium,2,2,2,3,3,4140,80,3,0,3.5,4.2,4.2,2.8,2.6,3.6
Warehouse,Manager,0,3,6,0.8,0.87,4,235,5,0,0,low,4,2,2,1,2,1839,89,8,1,3.5,4.2,1.8,3.2,2.8,2.8
Finance,Level 2-4,1,3,6,0.8,0.88,5,156,4,0,0,low,9,2,2,3,3,4098,75,1,0,3.5,4.2,4.2,4.0,4.0,3.6
Warehouse,Level 1,0,3,6,0.5,0.67,4,241,3,0,0,high,39,2,1,2,1,3798,78,10,0,1.8,4.2,4.2,3.5,1.8,2.8
Sales,Level 2-4,1,3,6,0.4,0.54,2,129,3,0,0,medium,52,1,1,2,1,6012,66,6,1,3.8,2.4,1.8,2.8,2.4,3.4
IT,Level 2-4,1,3,6,0.8,0.74,3,193,3,0,0,medium,2,2,4,3,3,4784,78,2,0,3.5,4.2,4.2,3.5,2.2,2.2
Human Resources,Level 2-4,0,3,6,0.4,0.43,3,167,3,0,0,medium,50,1,2,1,1,1725,63,6,0,3.8,2.4,4.2,3.5,2.4,1.8
Sales,Senior Manager,1,3,6,0.4,0.55,3,139,2,0,0,medium,28,2,1,1,1,1453,63,9,0,3.8,2.4,4.2,3.2,2.6,3.0
Human Resources,Level 1,1,3,6,0.8,0.72,4,274,3,0,0,medium,4,3,3,3,3,4521,77,4,0,3.5,4.2,4.2,3.0,3.2,1.2
Warehouse,Level 2-4,1,3,6,0.8,0.79,3,197,3,1,0,low,4,2,3,3,3,5423,77,2,0,3.5,4.2,4.2,3.2,2.4,1.8
Operations,Level 1,0,3,6,0.4,0.49,3,168,2,1,0,low,18,2,1,2,2,1390,60,8,0,3.8,2.4,4.2,3.0,2.6,2.6
Sales,Manager,1,3,6,0.4,0.58,5,133,3,0,0,low,63,2,2,1,2,1218,87,8,0,3.8,2.4,4.2,3.8,3.2,3.6
Sales,Level 2-4,1,3,6,0.8,0.93,6,294,4,0,0,medium,10,1,1,1,1,1628,90,6,1,3.5,4.2,1.8,4.2,1.8,3.4
Sales,Level 2-4,1,3,6,0.4,0.4,4,207,5,0,0,low,39,1,1,2,1,2871,78,8,0,3.8,2.4,4.2,3.2,2.0,3.2
Sales,Level 2-4,1,3,6,0.4,0.56,2,133,3,0,0,low,4,2,1,2,1,1190,68,9,1,3.8,2.4,1.8,4.5,2.2,2.8
Operations,Level 1,1,3,6,0.4,0.57,2,160,3,0,0,low,9,2,2,2,2,1260,75,10,1,3.8,2.4,1.8,2.5,2.0,2.6
Warehouse,Level 2-4,1,3,6,0.8,0.87,5,245,2,0,0,low,6,4,3,2,3,5366,77,9,0,3.5,4.2,4.2,3.5,2.8,3.4
Sales,Level 1,1,3,6,0.5,0.69,3,172,3,0,0,low,56,1,1,2,1,1103,66,6,0,1.8,4.2,4.2,2.8,3.0,1.6
IT,Level 2-4,1,3,6,0.8,0.92,3,169,3,0,0,high,1,3,2,2,3,4647,78,5,0,3.5,4.2,4.2,2.5,2.8,2.8
Operations,Level 2-4,0,3,6,0.4,0.63,3,155,4,1,0,low,54,1,1,2,2,1885,71,7,0,1.8,4.2,4.2,2.8,3.2,2.8
Finance,Level 2-4,0,3,6,0.4,0.42,2,275,6,1,1,medium,28,5,2,1,2,3785,80,7,0,3.8,2.4,4.2,2.5,2.4,1.8
Operations,Manager,1,3,6,0.8,0.88,3,217,2,1,0,high,9,4,3,2,3,5554,79,7,0,3.5,4.2,4.2,4.0,2.6,2.6
Sales,Manager,0,3,6,0.8,0.91,4,255,5,0,0,medium,2,2,1,1,1,1255,86,2,1,3.5,4.2,1.8,2.5,2.4,4.0
Finance,Senior Director,0,3,6,0.4,0.49,3,273,3,0,0,medium,21,1,2,1,2,3112,75,9,0,3.8,2.4,4.2,2.8,3.0,2.6
Sales,Manager,0,3,6,0.8,0.78,5,275,5,0,0,low,9,3,4,3,3,5168,77,7,0,3.5,4.2,4.2,1.5,3.4,2.8
Sales,Level 2-4,0,3,6,0.8,0.85,5,267,5,0,0,medium,10,1,1,2,2,1505,87,1,1,3.5,4.2,1.8,2.0,3.2,3.0
IT,Level 1,1,3,6,0.4,0.53,4,160,3,0,0,low,49,2,2,1,1,1754,87,9,0,3.8,2.4,4.2,3.2,2.2,2.0
Sales,Level 1,1,3,6,0.8,0.71,5,135,4,1,0,medium,7,2,4,4,4,5765,75,9,0,3.5,4.2,4.2,3.8,3.2,2.4
Human Resources,Manager,0,3,6,0.8,0.74,5,171,3,0,0,low,3,3,3,2,3,4749,70,7,0,3.5,4.2,4.2,1.5,3.2,3.0
IT,Manager,1,3,6,0.4,0.37,5,155,3,0,0,low,20,1,2,2,2,1470,87,9,0,3.8,2.4,4.2,2.8,1.4,2.8
Operations,Manager,0,3,6,0.4,0.56,4,138,3,0,0,low,49,1,1,2,1,1316,90,10,0,3.8,2.4,4.2,2.2,3.0,2.8
Finance,Level 2-4,0,3,6,0.8,0.82,5,259,5,0,0,low,8,2,1,2,2,1678,88,4,1,3.5,4.2,1.8,3.0,2.2,2.2
Human Resources,Manager,0,3,6,0.5,0.7,3,224,3,0,0,low,40,1,1,2,2,2180,78,6,0,1.8,4.2,4.2,3.5,2.2,3.6
IT,Level 2-4,1,3,6,0.4,0.59,4,143,2,0,0,medium,64,2,1,1,1,1910,89,8,0,3.8,2.4,4.2,3.5,2.0,3.2
Operations,Level 2-4,0,3,6,0.8,0.95,7,301,4,0,0,low,1,2,1,2,2,1339,88,3,1,3.5,4.2,1.8,3.0,1.6,2.2
Sales,Manager,0,3,6,0.4,0.53,2,140,3,0,0,medium,18,1,2,2,2,7345,67,8,1,3.8,2.4,1.8,3.5,1.8,1.8
Sales,Level 2-4,1,3,6,0.4,0.47,2,152,3,0,0,low,6,2,1,2,1,1750,74,7,1,3.8,2.4,1.8,3.2,3.0,3.6
Finance,Level 2-4,1,3,6,0.8,0.73,3,146,3,0,0,high,4,3,2,2,3,5846,80,9,0,3.5,4.2,4.2,2.0,3.6,2.6
IT,Level 2-4,0,3,6,0.4,0.64,4,238,10,1,0,medium,38,1,2,1,1,3556,80,8,0,1.8,4.2,4.2,3.5,2.6,3.4
Operations,Level 2-4,1,3,6,0.8,0.83,4,153,2,0,0,low,1,4,4,2,3,4027,79,2,0,3.5,4.2,4.2,2.0,2.6,2.8
Finance,Level 1,0,3,6,0.4,0.65,3,269,2,0,0,low,35,2,1,2,2,3524,75,9,0,1.8,4.2,4.2,2.8,2.8,2.2
Operations,Level 1,1,3,6,0.4,0.55,2,159,3,0,0,medium,23,2,2,2,1,6936,69,6,1,3.8,2.4,1.8,3.0,2.4,1.6
Human Resources,Level 2-4,0,3,6,0.4,0.65,2,117,2,1,0,medium,36,1,1,2,2,1210,71,7,0,1.8,4.2,4.2,3.8,2.6,1.8
Operations,Level 1,0,3,6,0.4,0.48,2,148,3,0,0,low,33,2,2,1,1,1768,74,6,1,3.8,2.4,1.8,2.5,2.4,3.6
Finance,Level 2-4,1,3,6,0.4,0.56,2,135,3,0,0,low,19,2,1,2,1,1190,72,10,1,3.8,2.4,1.8,3.2,2.4,3.2
Sales,Director,0,3,6,0.4,0.52,2,149,3,0,0,medium,36,1,1,1,2,1625,70,8,0,3.8,2.4,4.2,3.2,2.8,2.2
