EMP_Sat_OnPrem_mean,Emp_Identity,Emp_Position,number_project,EMP_Engagement_mean,Sensor_Heartbeat(Average/Min),average_montly_hours,Emp_Role,time_spend_company,Emp_Title,EMP_Sat_Remote_mean,Emp_Competitive_mean,Sensor_StepCount,left_Company,salary,Work_accident
0.0,1,2,5,1.8,90,257,1,5,1,4.6,2.4,1981,1,medium,0
3.5,3,3,4,4.2,75,244,3,3,2,4.6,2.4,5339,0,low,0
3.8,2,1,5,4.2,79,244,1,4,2,2.4,2.4,2175,0,medium,0
1.8,2,1,5,4.2,88,174,2,6,1,4.2,2.4,1184,0,medium,0
3.5,3,3,4,4.2,80,252,4,3,4,4.2,2.4,4852,0,medium,0
3.8,2,2,3,4.2,66,145,2,2,2,2.4,2.2,1773,0,low,0
3.8,2,1,6,4.2,88,181,2,4,1,2.4,1.6,2575,0,low,0
3.8,2,2,2,1.8,71,143,1,3,1,2.4,2.4,7500,1,medium,0
3.8,2,2,3,4.2,87,196,2,3,2,2.4,2.4,2217,0,low,0
3.8,2,2,3,4.2,78,286,1,6,2,2.4,2.6,3207,0,medium,0
3.8,1,1,4,4.2,77,271,1,2,1,2.4,2.0,3089,0,medium,1
3.8,1,1,2,4.2,80,219,1,4,1,2.4,2.2,2285,0,low,0
3.5,3,3,3,4.2,77,270,2,2,3,4.2,3.8,4966,0,medium,0
3.5,1,1,5,1.8,86,249,2,5,2,4.2,2.2,1662,1,medium,0
1.8,2,1,3,4.2,68,164,2,3,2,4.2,2.2,1803,0,medium,0
3.5,2,1,5,1.8,87,243,2,6,2,4.6,2.0,1856,1,low,0
3.8,2,1,5,4.2,89,160,1,3,2,4.2,2.4,1693,0,medium,0
3.5,1,2,6,1.8,89,306,1,4,2,4.2,2.6,1815,1,low,0
3.5,2,3,5,4.2,77,198,4,4,2,4.2,3.0,5719,0,low,0
3.8,2,2,2,1.8,73,145,1,3,1,2.4,3.2,6732,1,medium,0
1.8,1,1,3,4.2,87,183,1,2,1,4.2,2.6,3027,0,low,0
3.8,1,1,3,4.2,76,258,2,5,1,2.4,2.2,2562,0,medium,0
3.5,4,3,4,4.2,78,270,2,3,2,4.6,3.4,4131,0,low,1
3.5,3,2,5,4.2,77,103,2,5,2,4.2,1.8,5413,0,low,0
3.5,4,2,3,4.2,71,183,4,2,4,4.2,3.0,4042,0,medium,1
3.5,4,3,4,4.2,70,155,3,3,2,4.2,3.6,4360,0,low,1
3.8,2,2,4,4.2,85,150,1,6,2,4.2,2.2,1070,0,medium,0
3.8,2,1,5,4.2,88,127,2,3,2,2.4,1.6,1446,0,low,0
3.5,4,2,4,4.2,78,151,4,3,2,4.2,3.2,5698,0,medium,0
3.5,2,2,5,4.2,75,268,4,3,3,4.2,2.8,4955,0,high,0
3.5,2,4,5,4.2,75,246,2,3,3,4.2,3.0,4107,0,medium,0
3.8,2,1,2,1.8,68,132,2,3,2,2.4,2.6,1935,1,low,0
3.5,2,2,7,1.8,90,287,1,4,1,4.2,2.2,1660,1,low,0
3.5,3,2,3,4.2,75,194,2,3,4,4.6,3.2,4727,0,medium,0
3.8,2,2,4,4.2,89,179,2,3,1,2.4,3.2,1478,0,low,0
1.8,1,1,4,4.2,75,264,2,3,2,4.2,2.4,2213,0,low,0
3.8,2,2,3,4.2,75,234,1,2,1,2.4,2.4,2449,0,medium,0
1.8,1,2,3,4.2,90,200,2,2,2,4.2,3.0,2651,0,low,0
3.5,2,3,4,4.2,79,180,4,3,3,4.6,3.2,4417,0,medium,0
3.8,2,1,3,4.2,80,201,1,2,2,2.4,1.8,3072,0,medium,0
1.8,2,2,4,4.2,87,185,1,3,2,4.2,2.6,2080,0,low,0
3.5,3,2,3,4.2,78,150,3,10,3,4.2,3.8,5042,0,low,0
3.8,2,1,5,4.2,75,286,2,5,1,2.4,2.0,2088,0,low,0
3.5,4,2,4,4.2,80,245,2,2,3,4.2,4.0,5978,0,low,0
3.8,2,2,2,1.8,66,129,2,3,2,2.4,1.8,6151,1,medium,0
1.8,2,1,4,4.2,78,253,2,2,2,4.2,2.0,3389,0,low,0
3.8,2,1,3,4.2,78,260,2,3,1,4.2,2.2,2003,0,low,0
3.8,2,1,3,4.2,75,134,1,3,1,2.4,1.8,1047,0,medium,0
3.5,2,3,3,4.2,80,176,4,8,4,4.6,3.2,4895,0,medium,0
3.8,2,1,4,4.2,87,172,2,2,1,4.2,2.6,1993,0,low,0
3.5,4,3,5,4.2,72,167,3,3,3,4.2,3.2,4660,0,low,0
3.8,1,2,2,1.8,65,158,1,3,1,2.4,2.8,1459,1,low,0
3.5,2,3,3,4.2,80,263,4,3,2,4.2,2.8,5303,0,low,1
3.8,1,1,4,4.2,85,141,2,3,1,2.4,2.6,1250,0,medium,0
3.5,3,2,3,4.2,79,194,4,2,4,4.2,4.0,5553,0,medium,0
3.5,1,1,6,1.8,88,250,1,4,2,4.6,2.6,1747,1,medium,0
3.5,2,2,3,4.2,80,249,4,3,2,4.2,3.4,5629,0,high,0
1.8,2,2,4,4.2,77,221,1,2,2,4.2,2.2,3097,0,low,0
1.8,2,2,2,4.2,85,190,1,3,2,4.2,2.0,2108,0,low,0
3.5,1,2,4,1.8,85,217,1,5,2,4.2,2.0,1572,1,low,0
3.5,3,2,6,4.2,71,169,3,2,2,4.2,3.8,5580,0,medium,1
1.8,1,2,4,4.2,85,113,1,3,2,4.2,3.4,1741,0,low,0
3.5,2,2,4,4.2,71,149,4,6,2,4.2,3.8,5456,0,medium,0
1.8,2,1,5,4.2,77,270,2,3,2,4.2,1.6,3669,0,medium,0
3.5,2,2,6,1.8,89,298,1,4,2,4.2,2.4,1629,1,medium,0
3.8,2,1,2,1.8,63,141,1,3,1,2.4,3.2,8320,1,medium,0
3.5,2,3,3,4.2,80,232,2,2,3,4.2,2.6,5678,0,low,0
3.8,2,1,2,1.8,61,136,1,3,1,2.4,2.8,6650,1,medium,0
3.8,1,1,4,4.2,87,182,1,2,2,2.4,2.2,2669,0,low,0
3.5,1,1,5,1.8,85,231,2,6,1,4.2,2.2,1075,1,medium,0
3.5,1,1,5,1.8,87,225,2,5,1,4.2,1.8,1646,1,low,0
3.5,3,2,3,4.2,75,209,2,2,3,4.2,3.2,4855,0,low,0
3.5,1,1,6,1.8,85,263,2,4,1,4.2,2.4,1153,1,low,0
3.8,1,1,3,4.2,71,158,1,2,2,2.4,2.4,1992,0,low,0
1.8,2,1,3,4.2,64,156,2,4,2,4.2,2.2,1492,0,medium,0
1.8,1,2,3,4.2,89,193,1,2,1,4.2,2.2,2728,0,medium,0
1.8,2,2,5,4.2,75,230,2,2,2,4.2,3.0,3381,0,medium,0
3.5,4,2,3,4.2,80,240,4,3,3,4.2,2.8,5642,0,low,0
3.8,2,2,3,4.2,70,152,1,2,2,2.4,2.6,1151,0,medium,0
1.8,1,2,5,4.2,77,243,1,3,2,4.2,2.8,2899,0,low,0
3.8,1,1,2,1.8,72,135,1,3,1,2.4,3.4,1909,1,low,0
3.8,1,1,4,4.2,77,264,1,2,2,4.2,2.2,2436,0,low,1
3.5,3,3,5,4.2,73,160,4,3,3,4.2,3.2,5834,0,high,0
3.5,4,3,5,4.2,77,160,2,3,2,4.2,2.2,5527,0,high,1
3.8,2,2,3,1.8,90,255,2,5,1,2.4,2.0,1438,1,high,0
3.5,1,1,6,1.8,90,254,1,4,1,4.2,2.6,1488,1,medium,0
3.5,2,2,5,4.2,79,213,2,2,3,4.2,2.6,5607,0,high,0
3.5,1,2,6,1.8,89,262,1,5,1,4.2,2.0,1053,1,low,0
3.5,4,4,2,4.2,70,191,3,3,2,4.2,3.2,4119,0,medium,0
3.5,3,3,3,4.2,77,241,3,3,3,4.6,3.4,5261,0,low,0
3.5,1,1,6,1.8,86,244,2,4,2,4.2,3.0,1130,1,low,0
3.8,2,2,2,4.2,75,126,2,3,1,2.4,2.0,1484,0,medium,0
3.5,4,3,3,4.2,77,241,4,3,2,4.6,2.8,4120,0,low,0
3.8,1,1,2,1.8,69,150,2,3,1,2.4,3.4,1978,1,low,0
1.8,1,1,3,4.2,78,263,2,3,2,4.2,2.6,2715,0,medium,0
3.5,2,2,6,1.8,88,257,1,4,2,4.2,2.0,1565,1,low,0
3.5,3,2,5,4.2,80,204,3,5,3,4.6,3.2,4251,0,medium,1
1.8,1,1,3,4.2,80,206,1,2,2,4.2,2.6,2069,0,medium,1
3.8,2,2,4,4.2,87,165,2,3,2,2.4,2.6,1320,0,low,0
3.5,4,3,5,4.2,76,189,3,2,3,4.2,2.2,4636,0,medium,0
3.5,3,2,5,4.2,80,224,3,3,3,4.2,2.8,5870,0,low,1
3.5,2,3,5,4.2,73,175,2,3,3,4.2,3.4,4833,0,low,0
1.8,2,1,3,4.2,69,135,1,3,1,4.2,2.8,1329,0,medium,0
3.8,2,2,2,1.8,70,143,1,3,2,2.4,1.6,7550,1,medium,0
3.5,2,2,5,1.8,88,230,1,5,2,4.2,1.6,1123,1,medium,0
3.8,2,1,4,4.2,78,220,1,2,2,2.4,2.4,3822,0,medium,0
3.8,2,2,5,4.2,87,126,2,3,1,2.4,2.4,1031,0,medium,1
3.8,1,1,5,4.2,77,237,2,2,1,2.4,2.0,3860,0,low,0
3.5,3,2,3,4.2,77,239,4,8,3,4.2,2.6,5023,0,high,0
3.5,2,2,5,1.8,85,298,1,4,2,4.2,2.6,1853,1,low,0
3.8,2,2,3,4.2,70,142,1,2,1,4.2,2.0,1428,0,high,0
3.5,2,2,4,4.2,78,231,3,4,3,4.2,3.4,5194,0,medium,0
3.8,2,1,2,1.8,66,140,2,3,1,2.4,3.0,1452,1,low,0
3.5,3,3,3,4.2,78,214,4,3,3,4.2,2.6,5722,0,low,0
3.5,1,2,5,1.8,87,270,1,5,2,4.6,2.6,1852,1,low,0
3.8,2,2,4,4.2,79,260,2,6,2,2.4,3.8,3359,0,low,0
3.5,1,2,7,1.8,90,276,1,4,2,4.2,2.8,1022,1,low,0
3.8,2,1,3,4.2,75,269,2,2,2,2.4,3.0,2988,0,medium,0
3.5,1,2,7,1.8,90,281,1,4,1,4.2,2.4,1987,1,low,0
3.8,2,2,3,4.2,70,111,2,2,2,2.4,2.0,1535,0,high,0
3.5,2,2,4,1.8,88,267,1,5,2,4.6,2.6,1983,1,low,0
3.8,2,1,3,4.2,66,161,2,2,1,2.4,2.2,1530,0,medium,1
1.8,1,1,4,4.2,88,154,1,3,1,4.2,2.2,1367,0,low,0
3.8,2,1,4,4.2,88,166,2,4,1,2.4,2.8,1336,0,low,1
3.8,2,1,4,4.2,77,252,1,3,1,2.4,1.6,3096,0,medium,1
3.5,4,2,4,4.2,70,150,2,3,3,4.2,3.6,4512,0,low,0
3.8,1,1,3,4.2,87,196,1,3,1,4.2,3.2,2911,0,low,0
3.5,4,3,5,4.2,80,244,2,2,3,4.2,3.0,5696,0,low,0
3.5,4,2,5,4.2,77,185,2,3,2,4.2,2.6,4855,0,medium,0
3.5,2,2,5,4.2,75,160,3,3,2,4.2,3.6,4416,0,low,0
3.5,2,3,4,4.2,71,164,2,4,2,4.2,3.2,4432,0,low,0
1.8,1,2,2,4.2,61,145,2,2,2,4.2,2.0,1126,0,low,0
3.8,1,1,2,1.8,70,139,2,3,1,2.4,3.0,1938,1,low,0
3.8,1,2,3,1.8,87,199,1,4,2,2.4,1.8,1012,1,medium,0
3.8,2,2,2,1.8,74,138,1,3,2,2.4,2.2,1701,1,low,0
3.5,1,1,6,1.8,89,271,1,4,1,4.2,1.4,1733,1,medium,0
3.5,2,2,6,4.2,79,98,3,3,3,4.2,2.6,4651,0,low,0
3.5,2,2,5,4.2,77,240,3,4,3,4.6,3.2,4552,0,medium,0
3.8,1,2,2,1.8,61,145,1,3,2,2.4,2.6,8403,1,medium,0
1.8,2,2,3,4.2,78,272,2,2,2,4.2,2.0,2719,0,low,1
3.8,2,1,4,4.2,89,157,2,2,1,2.4,3.0,1311,0,medium,0
3.5,2,3,3,4.2,77,235,4,2,2,4.2,3.0,4575,0,low,0
3.5,2,1,5,1.8,90,276,2,5,1,4.2,2.0,1358,1,medium,0
3.5,2,3,4,4.2,76,202,3,3,2,4.2,2.6,5821,0,medium,0
3.8,1,2,5,4.2,75,244,1,3,2,2.4,3.4,2819,0,low,0
3.8,1,2,6,4.2,87,168,1,5,1,4.2,1.8,1601,0,high,1
3.8,1,2,5,4.2,88,185,1,4,1,2.4,1.8,3413,0,medium,0
3.5,4,3,4,4.2,79,146,2,3,3,4.2,3.2,5673,0,low,0
3.5,4,2,3,4.2,72,182,4,2,2,4.2,3.6,4391,0,low,1
3.5,3,2,4,4.2,71,167,4,3,3,4.2,3.0,6000,0,high,0
1.8,2,2,3,4.2,75,213,1,4,1,4.2,3.0,3502,0,low,0
3.5,4,3,4,4.2,72,183,4,2,3,4.2,2.8,4572,0,low,0
3.8,1,2,2,1.8,60,131,2,3,1,2.4,3.2,1939,1,low,0
0.0,3,2,3,4.2,75,241,2,4,2,4.6,2.8,5526,0,low,0
3.5,2,2,6,1.8,87,299,1,4,2,4.2,1.8,1036,1,medium,0
3.5,4,3,5,4.2,74,181,3,3,2,4.2,2.6,5118,0,low,0
3.5,3,3,3,4.2,70,177,2,4,3,4.2,3.4,5311,0,high,0
3.5,2,3,2,4.2,78,248,3,4,2,4.2,1.8,4521,0,high,0
3.5,4,3,4,4.2,77,174,3,3,2,4.2,3.2,4846,0,low,0
1.8,2,2,3,4.2,61,107,2,3,2,4.2,2.6,1861,0,high,0
3.8,2,2,5,4.2,79,235,2,2,2,4.2,2.2,3358,0,medium,0
3.8,1,1,3,4.2,60,171,1,3,2,4.2,1.2,1282,0,medium,0
3.8,2,2,5,4.2,78,259,2,3,1,2.4,2.4,3586,0,medium,1
3.5,3,3,4,4.2,74,177,4,3,3,4.2,3.6,5282,0,low,0
3.5,4,2,3,4.2,76,207,2,2,3,4.2,2.8,4671,0,low,0
3.8,2,2,2,1.8,67,127,1,3,1,2.4,3.0,1427,1,low,0
3.8,1,2,2,1.8,65,136,1,3,2,2.4,1.2,1929,1,low,0
3.5,1,1,6,1.8,85,308,1,4,1,4.2,2.4,1216,1,medium,0
3.5,3,3,5,4.2,75,265,3,3,2,4.6,3.6,5637,0,low,0
3.8,2,1,5,4.2,86,176,2,3,1,2.4,2.4,1622,0,high,0
3.5,2,4,6,4.2,74,150,3,3,2,4.2,2.8,5747,0,medium,1
3.5,2,2,5,4.2,71,171,2,2,2,4.2,3.0,4236,0,low,0
3.5,3,2,2,4.2,78,271,3,4,2,4.2,3.8,4066,0,medium,0
3.5,4,4,4,4.2,76,240,2,2,3,4.2,3.0,5588,0,medium,1
3.5,3,3,3,4.2,73,150,2,3,2,4.2,3.2,5536,0,medium,0
3.5,4,3,3,4.2,74,172,4,3,4,4.2,3.0,4929,0,medium,0
3.8,2,1,2,4.2,77,264,1,3,1,4.2,2.4,3409,0,medium,0
3.5,2,3,5,4.2,79,121,2,2,2,4.2,3.6,5231,0,medium,0
3.8,2,2,3,4.2,80,246,2,3,2,2.4,3.0,2949,0,medium,0
3.5,4,3,4,4.2,77,261,4,3,2,4.2,3.2,4954,0,high,0
1.8,2,2,4,4.2,77,238,2,3,2,4.2,2.8,2013,0,low,1
3.5,1,1,2,1.8,90,198,2,2,2,4.2,3.0,1996,1,medium,0
3.5,2,2,4,4.2,72,198,4,4,2,4.2,3.6,5382,0,medium,0
3.8,2,2,2,1.8,61,138,1,3,1,2.4,2.6,8257,1,medium,1
3.8,1,1,2,4.2,86,189,1,2,2,4.2,2.2,2429,0,high,1
3.5,4,4,6,4.2,70,191,3,6,3,4.2,3.0,5333,0,medium,0
3.5,2,3,3,4.2,79,211,3,3,2,4.2,3.4,5379,0,medium,0
3.5,3,3,3,4.2,80,224,3,3,2,4.6,3.4,4015,0,medium,0
3.5,2,2,3,4.2,77,111,3,5,2,4.2,3.2,4102,0,medium,0
3.5,4,3,3,4.2,72,168,4,2,2,4.2,2.4,5334,0,high,0
3.8,1,1,4,4.2,90,200,2,4,1,2.4,2.8,2060,0,medium,0
3.5,2,2,4,4.2,78,238,2,2,3,4.2,3.6,5229,0,low,0
3.8,1,2,4,4.2,86,186,2,3,1,2.4,1.8,2901,0,low,1
3.5,4,4,3,4.2,73,159,4,2,4,4.6,3.4,4326,0,medium,0
3.8,2,2,3,4.2,79,244,2,8,2,2.4,3.8,3562,0,low,0
3.5,4,3,5,4.2,71,191,2,2,2,4.2,2.4,5783,0,medium,0
3.5,2,3,5,4.2,75,249,4,3,2,4.2,3.4,4397,0,high,1
3.8,2,1,3,4.2,76,258,2,3,2,4.2,1.8,3033,0,low,0
3.5,3,2,4,4.2,77,268,2,4,3,4.2,3.0,5275,0,low,0
3.8,2,1,3,4.2,85,186,1,3,1,2.4,2.0,2887,0,medium,1
1.8,2,1,3,4.2,77,210,1,3,1,4.2,2.0,2878,0,low,0
3.5,3,2,6,4.2,79,220,2,4,2,4.2,3.8,5465,0,low,1
1.8,2,1,4,4.2,89,192,1,3,1,4.2,2.4,3873,0,medium,0
3.5,2,3,5,4.2,70,105,3,4,2,4.6,3.0,5135,0,low,0
3.5,4,2,3,4.2,71,143,3,4,2,4.6,3.8,5474,0,low,0
1.8,1,1,4,4.2,86,162,1,2,2,4.2,3.0,1158,0,medium,0
3.5,2,2,5,4.2,75,236,3,2,3,4.2,4.0,4987,0,low,0
3.8,2,1,2,1.8,61,154,2,3,1,2.4,2.8,6280,1,medium,0
3.5,2,2,3,1.8,87,188,1,4,1,4.2,2.2,1059,1,low,0
3.5,3,3,3,4.2,79,179,2,3,3,4.2,2.8,4913,0,low,0
3.8,1,1,3,4.2,73,135,2,3,2,4.2,1.6,1378,0,low,0
1.8,2,2,3,4.2,76,266,2,2,1,4.2,2.8,2643,0,high,0
3.8,1,1,4,4.2,75,216,2,2,1,2.4,1.6,3024,0,medium,1
3.8,2,1,4,4.2,89,143,2,6,2,2.4,2.6,1654,0,medium,1
3.5,2,1,6,1.8,85,306,2,4,2,4.2,2.0,1703,1,low,0
3.5,4,2,5,4.2,79,183,2,3,2,4.2,3.0,4531,0,medium,1
1.8,1,2,4,4.2,78,272,1,2,1,4.2,1.4,2377,0,low,0
3.5,4,3,3,4.2,75,179,4,3,3,4.2,4.0,4459,0,low,0
3.8,1,2,4,4.2,89,175,2,2,2,2.4,2.2,1816,0,low,1
3.8,1,1,2,1.8,60,141,1,3,2,2.4,2.2,8349,1,medium,0
3.5,2,2,6,4.2,78,226,3,3,3,4.2,2.4,4604,0,high,1
3.8,2,2,2,4.2,75,284,2,6,2,2.4,2.2,2132,0,low,0
3.8,1,1,3,4.2,89,200,1,2,2,2.4,2.0,3528,0,medium,0
3.5,2,2,4,4.2,80,226,4,2,2,4.2,3.4,5881,0,high,0
3.8,2,1,2,1.8,68,160,1,3,2,2.4,2.2,1723,1,low,0
3.8,1,1,5,4.2,78,268,2,2,1,2.4,1.6,3622,0,medium,0
3.5,4,3,4,4.2,76,272,2,2,2,4.2,3.8,5939,0,low,0
3.8,2,1,2,1.8,63,135,2,3,2,2.4,1.8,6911,1,medium,0
3.5,4,2,3,4.2,75,214,4,2,3,4.2,2.6,5595,0,low,1
3.8,2,1,3,4.2,73,97,2,4,1,2.4,2.0,1230,0,medium,0
3.5,2,1,5,1.8,90,224,2,6,1,4.2,2.6,1049,1,low,0
3.8,2,2,3,4.2,88,193,1,3,1,2.4,2.2,3964,0,medium,1
3.5,3,3,4,4.2,80,203,4,3,2,4.2,3.4,5699,0,low,0
3.5,2,1,5,1.8,85,247,1,5,2,4.2,3.0,1562,1,low,0
3.8,1,2,3,4.2,79,236,1,3,2,2.4,2.6,2099,0,medium,1
3.5,2,3,4,4.2,76,244,2,3,3,4.2,3.0,4103,0,high,0
3.5,2,2,6,1.8,90,247,2,4,2,4.2,3.2,1946,1,medium,0
3.5,2,2,4,4.2,78,210,4,3,3,4.2,2.6,4746,0,low,0
3.5,2,4,4,4.2,76,272,2,2,2,4.6,3.0,5055,0,medium,0
1.8,2,2,3,4.2,73,130,1,5,2,4.2,2.4,1891,0,low,0
3.8,2,2,4,4.2,89,136,2,3,1,2.4,2.8,1531,0,medium,0
3.5,2,4,3,4.2,78,136,3,3,2,4.2,2.8,4524,0,medium,1
1.8,4,5,4,4.2,86,150,1,3,5,4.2,2.4,1689,0,high,0
3.5,4,3,3,4.2,77,204,4,2,2,4.2,3.6,5961,0,high,0
3.8,2,1,2,1.8,68,143,2,3,1,2.4,1.8,1179,1,low,0
3.5,4,2,4,4.2,75,241,3,2,3,4.2,2.4,5672,0,low,0
3.8,2,1,3,4.2,78,229,2,6,1,2.4,2.4,2298,0,medium,0
3.5,3,3,3,4.2,79,255,3,7,3,4.2,2.4,4091,0,medium,1
3.5,2,2,3,4.2,74,150,3,3,2,4.2,2.8,4950,0,low,0
3.8,2,1,3,4.2,76,205,1,3,2,2.4,2.2,2167,0,medium,0
1.8,2,1,3,4.2,80,271,2,2,1,4.2,3.8,2163,0,low,0
0.0,2,1,5,1.8,86,234,1,5,2,4.6,2.8,1524,1,medium,0
3.5,1,1,5,1.8,89,262,2,6,1,4.2,1.4,1418,1,low,0
1.8,1,2,3,4.2,63,161,2,3,2,4.2,2.2,1048,0,low,0
3.8,1,1,5,4.2,85,162,1,2,2,2.4,2.2,1045,0,low,0
1.8,5,1,6,4.2,80,286,1,7,2,4.2,2.6,3362,0,medium,0
1.8,1,2,3,4.2,75,253,2,4,2,4.2,2.6,2489,0,medium,1
3.8,1,2,3,4.2,68,141,2,3,2,2.4,2.2,1634,0,medium,0
3.5,3,2,3,4.2,76,150,4,3,2,4.2,3.0,5328,0,low,0
0.0,2,1,4,1.8,87,261,1,5,2,4.6,2.4,1649,1,low,0
3.5,3,3,3,4.2,77,152,4,3,3,4.2,3.0,5749,0,low,1
0.0,1,2,5,1.8,88,219,1,6,1,4.6,1.8,1098,1,low,1
3.8,1,2,3,4.2,89,189,2,2,1,2.4,1.8,2382,0,medium,0
3.5,1,1,6,1.8,86,264,2,5,1,4.2,2.6,1220,1,medium,0
3.5,2,1,6,1.8,86,252,1,2,2,4.2,2.8,1470,1,low,0
3.8,4,1,3,4.2,90,196,5,2,1,2.4,1.8,3582,0,medium,0
3.8,2,2,5,4.2,87,158,1,4,2,2.4,1.8,1771,0,medium,1
3.8,2,1,3,4.2,85,186,1,3,2,2.4,2.8,2719,0,medium,0
3.8,1,2,3,4.2,75,162,2,3,2,2.4,2.4,1869,0,medium,1
3.5,3,3,5,4.2,72,133,3,2,2,4.2,2.8,4556,0,high,0
3.5,2,4,4,4.2,71,148,2,3,4,4.2,3.4,5216,0,medium,0
3.5,4,3,3,4.2,79,188,3,3,2,4.2,2.8,4222,0,low,1
3.8,2,2,2,1.8,72,160,1,3,2,2.4,2.8,6472,1,medium,0
3.5,1,1,7,1.8,90,278,1,4,2,4.2,2.6,1038,1,low,0
3.5,1,2,5,1.8,88,248,2,5,2,4.6,2.0,1945,1,medium,0
3.8,1,2,6,4.2,80,256,1,5,1,2.4,2.8,3149,0,low,0
3.5,3,3,4,4.2,76,248,4,3,2,4.2,2.8,5198,0,low,0
3.5,2,3,3,4.2,78,259,2,2,2,4.2,2.8,4481,0,high,0
3.5,1,1,4,1.8,88,264,2,5,2,4.2,1.6,1736,1,medium,0
3.8,2,2,4,4.2,89,159,2,4,1,2.4,1.8,1105,0,medium,0
3.8,1,2,5,4.2,88,194,2,2,2,2.4,2.8,3471,0,high,0
3.5,2,3,4,4.2,75,245,2,3,3,4.2,3.0,4731,0,medium,0
3.8,2,2,3,4.2,61,138,1,3,2,2.4,2.2,1266,0,low,0
3.8,1,2,4,4.2,79,267,2,6,1,2.4,3.0,2530,0,high,0
3.5,2,3,5,4.2,80,251,2,2,3,4.2,2.8,4741,0,high,0
3.5,4,2,4,4.2,76,225,2,5,3,4.2,3.2,4195,0,low,0
3.5,1,2,7,1.8,85,299,1,4,1,4.2,2.8,1052,1,low,0
3.8,1,2,4,4.2,87,153,1,7,1,2.4,1.8,1794,0,low,0
3.5,3,4,5,4.2,79,183,4,3,3,4.2,3.2,4071,0,medium,1
3.5,4,5,3,4.2,70,166,5,3,3,4.2,1.8,5089,0,high,0
1.8,2,2,4,4.2,79,225,2,4,2,4.2,2.4,2767,0,low,0
3.5,2,2,5,1.8,89,237,2,5,2,4.6,1.8,1709,1,medium,0
3.5,4,4,5,4.2,79,219,3,4,2,4.2,3.6,4096,0,medium,0
3.8,2,2,4,4.2,85,191,1,4,1,4.2,2.4,2544,0,low,0
3.5,4,3,3,4.2,70,168,4,4,2,4.2,3.4,4096,0,low,1
3.5,4,3,3,4.2,80,247,3,3,2,4.2,2.2,5891,0,low,0
3.8,2,2,3,4.2,78,228,1,2,1,4.2,2.0,2257,0,low,1
3.5,1,1,4,1.8,89,246,1,6,1,4.2,2.8,1335,1,low,0
3.5,4,2,3,4.2,79,135,3,3,4,4.2,3.2,5860,0,medium,0
1.8,2,2,4,4.2,90,166,1,3,2,4.2,1.4,1944,0,low,0
1.8,2,1,5,4.2,87,186,2,4,2,4.2,2.6,3676,0,medium,0
1.8,1,1,4,4.2,90,139,1,3,1,4.2,2.4,1674,0,medium,0
3.8,2,1,2,1.8,62,148,2,3,1,2.4,3.2,1912,1,low,0
3.5,3,2,4,4.2,79,254,4,4,2,4.2,3.8,4492,0,low,0
3.5,2,3,2,4.2,75,158,2,3,2,4.2,3.4,4153,0,medium,0
3.8,1,1,3,4.2,77,229,1,3,1,2.4,2.4,2339,0,low,0
3.8,1,1,2,1.8,62,155,2,3,2,2.4,2.2,8422,1,medium,0
3.5,2,3,3,4.2,76,247,3,2,2,4.2,2.8,4593,0,high,0
1.8,1,2,4,4.2,85,165,2,3,2,4.2,2.6,1702,0,low,0
3.5,1,1,5,1.8,89,206,1,4,1,4.2,1.8,1149,1,low,0
3.5,3,2,3,4.2,75,257,4,4,2,4.2,2.4,4780,0,medium,0
1.8,2,1,4,4.2,88,142,2,4,1,4.2,1.8,1420,0,low,1
1.8,1,2,3,4.2,89,180,2,3,2,4.2,3.6,1047,0,high,0
3.8,2,2,4,4.2,87,185,1,3,2,2.4,1.2,3877,0,medium,0
3.5,4,3,6,4.2,76,274,3,6,3,4.2,3.4,4281,0,medium,0
1.8,2,2,3,4.2,79,201,2,2,2,4.2,2.6,3340,0,high,1
3.5,4,2,3,4.2,80,169,3,2,4,4.2,3.2,4038,0,medium,1
3.5,1,1,6,1.8,88,287,1,4,2,4.2,1.6,1465,1,low,0
3.5,4,4,4,4.2,77,212,2,2,4,4.2,3.8,4552,0,medium,0
3.5,3,3,5,4.2,79,273,4,4,3,4.2,3.0,4186,0,medium,1
3.5,4,3,2,4.2,78,269,4,2,2,4.6,2.8,5976,0,low,0
3.8,1,1,2,1.8,63,157,2,3,2,2.4,2.8,1861,1,low,0
3.5,2,4,5,4.2,79,229,3,2,3,4.2,2.6,5001,0,medium,1
3.5,4,4,3,4.2,78,203,2,3,4,4.2,3.0,4965,0,medium,1
3.5,4,2,3,4.2,74,189,3,3,3,4.2,3.0,5866,0,low,0
3.8,2,2,4,4.2,87,200,2,3,2,2.4,2.4,2757,0,low,1
3.8,1,1,3,4.2,77,251,2,2,2,2.4,2.6,2426,0,high,0
1.8,2,2,5,4.2,85,157,1,4,2,4.2,2.6,1306,0,low,0
1.8,1,2,3,1.8,64,179,2,3,1,4.2,2.6,1892,1,medium,0
3.8,2,1,2,4.2,89,181,2,4,1,2.4,2.0,2309,0,medium,0
3.8,2,2,2,4.2,75,275,1,2,2,4.2,2.6,2546,0,low,0
3.5,3,2,4,4.2,77,184,2,8,2,4.2,3.8,4686,0,low,0
3.5,4,2,4,4.2,78,253,4,3,2,4.2,3.2,5402,0,low,0
3.5,3,2,3,4.2,73,176,4,2,4,4.2,3.0,5292,0,medium,1
