Department,Role,Will_Relocate,Trending Perf,Talent_Level,Percent_Remote,EMP_Sat_OnPrem_1,EMP_Sat_OnPrem_2,EMP_Sat_OnPrem_3,EMP_Sat_OnPrem_5,EMP_Sat_Remote_1,EMP_Sat_Remote_2,EMP_Sat_Remote_3,EMP_Sat_Remote_4,EMP_Sat_Remote_5,EMP_Engagement_1,EMP_Engagement_2,EMP_Engagement_3,EMP_Engagement_4,EMP_Engagement_5,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,salary,LinkedIn_Hits,Emp_Work_Status2,Emp_Work_Status_3,Emp_Work_Status_4,Emp_Work_Status_5,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,Emp_Competitive_1,Emp_Competitive_2,Emp_Competitive_3,Emp_Competitive_4,Emp_Competitive_5,Emp_Collaborative_1,Emp_Collaborative_2,Emp_Collaborative_3,Emp_Collaborative_4,Emp_Collaborative_5,Sensor_StepCount,Sensor_Heartbeat(Average/Min),Sensor_Proximity(1-highest/10-lowest),left_Company
Finance,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.99,4,153,3,1,0,medium,5,1,5,5,3,4,2,4,3,3,3,3,3,1,4,1,4,1,2,5952,74,4,0
Sales,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.76,2,255,7,0,0,low,10,4,3,4,1,3,2,2,3,4,5,3,2,2,5,2,2,4,5,5875,79,1,0
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.74,3,157,3,0,0,high,1,2,4,4,4,4,4,2,2,4,3,3,5,1,1,1,2,3,4,5398,80,1,0
Warehouse,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.9,2,142,3,0,0,high,2,4,2,2,2,3,2,3,2,4,2,2,3,2,2,2,2,2,5,5700,70,4,0
Finance,Senior Director,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.39,6,190,3,1,0,medium,13,3,3,4,2,1,2,1,1,1,4,2,4,1,2,1,1,2,5,3551,90,10,0
Sales,Level 1,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.54,4,150,4,0,0,low,52,4,3,4,1,2,2,2,2,1,1,1,2,1,5,1,4,5,5,1488,90,7,0
Sales,Level 1,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.62,4,111,6,0,0,low,8,4,5,3,5,2,1,2,1,2,1,1,5,5,2,1,3,1,3,1145,85,7,0
Warehouse,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.77,3,211,3,0,0,high,8,4,3,1,5,3,3,3,3,4,3,2,3,3,1,1,4,4,4,5191,76,9,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.89,4,234,3,1,0,medium,9,3,5,5,1,3,4,2,3,4,1,2,1,4,4,1,4,1,2,4868,76,9,0
Warehouse,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.83,3,112,4,1,0,low,7,3,3,3,4,3,2,3,3,2,1,3,3,3,2,2,2,5,4,5716,75,6,0
Finance,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.88,4,206,4,0,0,medium,9,4,5,4,4,2,1,2,1,2,3,1,5,3,1,2,4,5,2,1074,90,7,1
IT,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.54,3,194,2,1,0,low,48,3,3,2,3,2,2,1,2,2,4,2,2,2,2,2,5,4,3,2872,89,6,0
Operations,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.45,3,236,2,0,0,medium,58,4,1,5,5,1,2,1,2,1,3,2,5,5,3,1,1,2,4,3820,77,8,0
Warehouse,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.55,3,97,6,1,0,medium,41,3,5,1,5,2,1,2,2,2,5,1,2,1,5,1,1,3,5,1910,64,9,0
Finance,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.48,3,202,6,0,0,low,58,3,4,1,2,1,2,1,1,1,5,2,4,4,1,2,4,4,1,2165,77,9,0
Sales,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.83,5,267,3,0,0,medium,9,5,5,3,4,2,2,4,4,2,4,3,2,1,3,1,1,5,5,4775,80,8,0
Operations,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.9,5,257,3,0,0,medium,9,5,2,5,4,3,3,4,4,2,3,2,5,4,4,1,5,5,2,5972,76,5,0
Human Resources,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.86,5,243,5,0,0,low,2,4,5,5,3,2,1,2,1,1,2,1,1,5,5,1,4,1,3,1637,87,3,1
Operations,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.96,2,258,2,0,0,low,4,3,4,4,2,2,3,2,2,4,3,4,3,3,4,2,1,4,3,5052,78,6,0
Operations,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.77,4,256,3,0,0,high,1,3,2,5,2,4,2,3,3,2,1,2,4,1,3,2,4,4,5,4323,75,4,0
Sales,Level 2-4,0,3,6,1.0,0.0,0.0,0.0,0.0,5,5,4,5,4,1,2,3,2,1,1.0,5,218,5,0,0,medium,9,1,3,5,5,2,2,2,2,2,3,2,2,4,5,2,4,1,2,1603,89,4,1
Warehouse,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.96,5,97,3,0,0,medium,8,4,3,1,3,4,3,2,3,2,1,3,5,4,4,1,2,2,4,4577,74,1,0
IT,Level 1,0,3,6,0.8,0.0,0.0,0.0,0.0,5,5,4,5,4,1,2,3,2,1,1.0,4,257,5,0,0,medium,9,4,1,4,5,1,2,1,2,2,4,2,2,4,3,1,3,5,1,1869,85,6,1
Human Resources,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.76,5,219,4,0,0,low,8,4,4,2,4,3,3,2,2,2,4,3,5,4,2,1,3,5,5,4540,77,2,0
Warehouse,Director,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.48,2,143,3,0,0,medium,14,5,5,5,3,1,2,2,2,1,1,2,4,3,3,1,3,5,4,7891,74,9,1
Human Resources,Senior Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.82,3,244,3,0,0,low,6,3,5,3,1,4,2,2,2,2,3,3,5,2,1,1,5,1,4,5109,79,1,0
Human Resources,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.84,6,300,5,1,0,low,3,2,4,2,2,1,2,2,1,2,1,1,3,3,5,2,3,5,5,1696,90,1,1
Warehouse,Director,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.94,3,263,3,0,0,medium,1,5,3,1,1,4,2,3,3,2,2,4,3,3,1,2,1,2,4,4645,76,1,0
IT,Senior Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.55,4,177,8,0,0,low,44,1,4,1,3,1,1,1,1,1,3,2,4,3,5,1,2,1,2,1626,89,10,0
Finance,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.46,2,141,3,0,0,low,41,2,3,4,1,2,2,1,2,2,5,2,5,4,4,2,2,3,5,1069,63,6,1
Finance,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,1,2,3,2,1,0.61,6,291,5,0,0,medium,53,1,5,4,2,1,1,2,1,2,3,1,1,1,5,1,2,2,2,1682,88,7,1
Finance,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.57,3,189,4,1,0,medium,51,3,1,3,5,1,1,1,1,1,2,2,1,2,4,2,4,1,5,2208,87,6,0
Sales,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.48,2,154,3,0,0,low,7,4,2,5,2,1,2,1,1,1,3,1,2,5,4,1,5,4,1,1345,64,9,1
IT,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.38,2,278,3,1,0,low,49,1,4,5,1,1,2,1,1,2,1,1,4,2,3,2,5,5,2,2583,75,6,0
Human Resources,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.53,3,147,3,1,0,low,1,5,3,4,4,2,2,2,2,2,2,1,4,1,3,2,4,1,2,1743,75,9,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.85,4,156,2,0,0,low,8,1,5,5,3,2,4,3,2,2,2,4,1,4,3,1,2,5,2,5488,71,3,0
Finance,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.52,4,241,3,0,0,medium,56,2,3,4,4,1,2,1,2,1,1,2,3,5,3,1,5,2,4,3873,78,8,0
IT,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.56,4,260,3,0,0,medium,13,3,5,1,4,1,1,1,2,1,3,1,1,3,4,2,4,4,5,1745,86,6,1
Sales,Director,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.92,7,307,4,0,0,low,8,1,4,4,2,1,2,1,2,2,3,1,5,1,4,2,4,2,4,1339,86,5,1
IT,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,0.99,5,265,5,1,0,medium,5,2,3,2,4,2,2,2,2,2,4,1,5,5,5,4,5,2,1,1864,89,5,1
Human Resources,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.95,4,250,2,1,0,high,10,3,2,5,1,2,4,2,2,4,1,2,4,5,4,2,3,3,4,4885,75,6,0
Operations,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.74,5,244,2,1,0,low,5,3,5,5,5,4,2,3,3,3,5,3,1,1,4,5,5,1,4,4713,80,5,0
Sales,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.8,3,238,4,0,0,low,7,2,2,1,5,3,2,3,2,3,1,4,4,5,1,1,3,4,1,5254,76,1,0
Warehouse,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.92,6,189,3,1,0,medium,3,3,3,1,2,4,3,2,2,4,5,2,3,5,4,2,3,1,5,5062,70,5,0
IT,Level 2-4,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.67,3,244,3,0,0,low,8,5,4,3,4,2,2,1,1,5,2,5,2,5,4,1,5,3,3,3154,78,8,0
Warehouse,Senior Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.74,3,135,2,0,0,low,7,1,2,3,1,2,4,2,2,4,1,3,2,3,1,2,4,3,5,5682,71,1,0
Operations,Level 2-4,1,3,6,0.8,0.0,0.0,0.0,0.0,5,5,4,5,4,5,5,4,4,3,1.0,3,137,4,1,0,low,6,3,1,5,5,2,4,2,2,3,1,4,1,4,1,1,3,4,1,4803,72,7,0
Human Resources,Senior Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.61,2,141,3,0,0,medium,27,4,3,4,3,2,1,2,1,1,5,1,1,5,1,2,1,3,2,1628,71,7,0
Operations,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.74,3,159,2,0,0,medium,6,5,4,3,4,4,2,4,3,3,4,2,1,3,2,2,5,4,2,5804,80,4,0
Finance,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.97,5,126,5,0,0,medium,2,1,5,4,2,4,4,3,3,2,4,2,3,5,2,2,4,1,1,5659,71,7,0
Human Resources,Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.45,2,132,3,0,0,low,52,5,5,4,4,2,1,1,1,1,3,2,4,4,2,2,1,1,4,1200,68,6,1
IT,Manager,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.67,5,285,5,0,0,low,51,1,1,4,1,2,2,1,2,1,1,1,2,4,1,2,2,3,5,2063,77,9,0
Sales,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,1.0,5,229,5,0,0,low,1,3,1,5,3,2,1,1,1,1,1,2,1,5,5,2,5,5,5,1424,86,2,1
Finance,Level 2-4,0,3,6,0.8,0.0,0.0,0.0,0.0,5,5,4,5,4,5,5,4,4,3,1.0,4,192,2,0,0,low,1,4,4,4,5,4,4,2,3,3,5,4,3,1,1,2,1,1,2,4429,70,3,0
Human Resources,Director,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.76,5,172,5,1,0,medium,1,1,5,2,5,3,3,2,4,4,4,2,4,5,3,2,2,4,5,4730,70,5,0
Finance,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,6,105,4,0,0,high,2,5,4,5,3,2,1,1,1,2,2,2,3,4,5,2,3,4,5,1489,86,8,0
Human Resources,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.79,5,243,3,1,0,high,2,2,2,2,3,2,3,3,2,2,3,2,2,5,3,2,3,1,4,5734,76,8,0
Human Resources,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.56,2,156,3,0,0,low,14,1,3,4,5,1,1,2,1,2,4,1,5,3,5,2,3,1,4,1422,69,6,1
Human Resources,Level 1,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.63,4,143,8,0,0,medium,39,4,3,2,1,1,1,1,1,1,5,1,5,4,2,1,5,1,2,1345,88,10,0
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.79,5,237,4,0,0,low,8,3,2,4,2,2,4,2,2,4,1,3,1,3,2,1,4,2,3,5432,79,2,0
Sales,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.84,6,261,4,0,0,medium,8,1,2,1,4,1,2,2,2,1,1,2,4,1,4,4,5,4,3,1524,85,3,1
Human Resources,Level 2-4,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.7,4,220,4,0,0,low,19,3,1,2,4,2,2,1,1,2,3,1,2,2,2,2,1,3,5,3602,75,6,0
Finance,Senior Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.56,4,260,3,0,0,high,18,3,4,4,5,1,2,2,2,1,1,2,5,1,1,1,4,4,3,2809,75,9,0
Operations,Senior Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.98,3,220,3,0,0,low,7,3,1,2,5,3,4,3,2,2,2,2,5,3,5,1,1,3,1,5323,79,6,0
Finance,Senior Director,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.74,3,273,10,0,0,medium,10,3,3,4,3,2,2,2,2,4,3,4,5,4,2,2,1,3,4,5574,78,7,0
Operations,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.75,5,194,5,1,0,low,8,4,4,2,3,4,4,2,2,3,5,4,2,5,2,1,4,4,5,4038,75,6,0
Human Resources,Level 2-4,0,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.67,4,156,3,0,0,low,39,5,2,4,4,1,1,1,1,2,4,1,5,2,3,2,2,5,3,1483,85,6,0
IT,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.93,4,251,5,0,0,medium,7,5,2,4,2,1,2,2,2,2,2,2,4,5,2,1,3,5,3,1381,88,4,1
IT,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.89,3,232,2,0,0,low,8,4,4,3,5,2,4,2,3,4,5,4,3,1,3,2,5,3,5,5629,77,6,0
Warehouse,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.94,6,286,4,0,0,medium,1,4,5,5,2,1,2,1,2,2,1,2,3,3,3,4,5,1,4,1539,87,7,1
IT,Manager,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,1.0,6,186,2,0,0,low,5,4,3,3,1,3,2,3,2,3,2,4,3,3,1,2,2,3,4,4851,76,6,0
Finance,Level 2-4,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.67,4,228,3,0,0,low,53,1,3,2,4,2,2,1,1,1,4,2,3,1,2,2,5,3,2,2021,76,9,0
Sales,Manager,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.66,5,216,2,0,0,high,33,5,1,2,2,1,2,1,2,2,3,2,3,1,4,2,3,2,3,3202,77,9,0
Finance,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.55,2,159,3,0,0,high,59,5,1,5,1,1,1,2,1,2,2,1,4,1,4,1,4,5,5,1965,72,6,1
Human Resources,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.85,6,297,4,0,0,medium,1,3,2,4,2,1,2,2,1,1,3,2,4,4,2,2,2,2,4,1080,85,4,1
Sales,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.97,4,162,3,0,0,low,7,2,4,2,1,2,4,2,3,2,1,4,3,5,4,1,1,4,1,5614,73,1,0
Warehouse,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.42,3,182,3,1,0,low,54,3,5,2,4,2,1,2,1,2,2,2,3,1,1,1,1,2,2,2212,85,7,0
Operations,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.75,4,175,2,0,0,medium,4,5,4,3,1,3,2,4,3,3,3,2,1,2,3,2,5,3,2,4910,78,7,0
IT,Director,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.57,3,168,2,0,0,high,50,5,3,4,1,1,2,2,2,1,1,2,3,1,1,2,3,4,5,1616,67,10,0
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.82,3,164,3,0,0,high,10,5,3,4,1,2,2,2,2,2,2,4,1,4,3,2,5,5,5,4639,73,8,0
Human Resources,Senior Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.99,4,205,2,0,1,medium,8,4,4,1,3,4,4,4,4,3,4,3,4,3,4,1,4,5,5,5876,78,4,0
Sales,Level 2-4,0,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.61,4,193,2,0,0,high,48,2,5,2,1,2,1,1,2,1,4,2,3,4,1,2,1,5,2,2371,88,6,0
Human Resources,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.79,4,240,5,0,0,low,8,5,3,4,3,3,3,3,3,4,1,4,5,3,3,1,5,5,1,4558,77,1,0
Finance,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.82,6,141,5,0,0,low,9,1,3,3,3,2,4,3,2,2,3,3,5,4,3,1,4,1,3,5113,76,2,0
Warehouse,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,1,2,3,2,1,0.98,5,259,6,0,0,low,2,1,1,4,1,2,1,2,1,2,1,2,5,4,2,2,2,3,4,1876,89,4,1
Sales,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.53,3,211,4,1,0,low,7,1,1,4,4,1,2,1,1,2,4,2,5,4,4,2,3,1,4,3863,78,9,0
Operations,Senior Manager,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.57,2,129,3,0,0,medium,42,2,3,4,1,2,1,1,2,1,3,2,1,4,3,1,2,5,3,6999,67,7,1
Operations,Level 1,1,3,6,0.8,0.0,0.0,0.0,0.0,5,5,4,5,4,5,5,4,4,3,1.0,5,264,8,0,1,high,10,5,1,4,5,4,4,5,5,4,1,2,2,2,5,1,2,4,4,5759,77,6,0
Sales,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.54,2,143,3,1,0,low,36,1,5,2,5,1,2,1,2,2,4,2,2,5,3,1,3,5,3,1852,65,8,1
Warehouse,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.98,4,216,2,0,0,low,4,3,3,5,2,2,3,2,3,3,2,3,3,1,1,4,4,5,5,5997,78,1,0
Finance,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,3,5,4,4,5,5,5,4,4,3,0.6,4,274,10,1,0,medium,29,2,4,3,2,2,2,1,2,1,2,1,4,3,5,2,2,2,2,2949,76,9,0
Sales,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.59,3,177,3,1,0,low,10,2,3,3,2,2,1,1,2,1,4,1,2,5,4,1,1,5,4,1641,74,8,0
Sales,Senior Director,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.36,5,159,2,0,0,low,58,3,3,4,3,2,1,2,1,2,2,1,4,1,3,2,5,1,5,1990,90,8,0
Warehouse,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.58,3,135,3,0,0,low,8,3,5,5,3,2,1,1,1,1,3,2,5,4,5,1,3,2,1,1074,62,7,0
Sales,Level 2-4,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.9,4,248,2,0,0,medium,10,5,5,5,4,2,3,4,2,2,4,2,3,2,1,1,5,3,3,4366,76,7,0
Warehouse,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.93,6,298,4,0,0,medium,8,5,2,3,2,1,1,2,1,2,4,2,3,1,5,1,5,2,5,1759,85,8,1
Sales,Level 2-4,1,3,6,0.4,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.61,5,167,8,0,0,low,28,2,4,2,2,2,1,1,1,1,2,2,5,1,4,2,1,4,2,1921,88,8,0
Human Resources,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.59,5,266,2,0,0,low,61,3,2,2,2,1,1,2,2,1,1,2,5,3,1,1,1,5,4,2118,75,9,0
Sales,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.95,4,173,5,1,0,low,5,1,2,4,1,4,4,3,3,3,5,2,1,3,5,2,1,4,5,5049,72,6,0
Warehouse,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.71,5,250,3,1,0,medium,4,3,2,2,4,4,4,3,3,5,3,5,5,2,1,1,2,3,5,4343,79,3,0
Operations,Senior Manager,1,3,6,0.5,3.0,1.0,2.0,1.0,3,5,4,4,5,5,5,4,4,3,0.69,5,256,3,0,0,low,43,4,1,3,1,2,2,2,1,1,5,1,1,5,3,2,2,4,2,3658,79,9,0
Sales,Level 1,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.84,5,173,2,0,0,low,4,1,3,4,4,2,3,2,3,4,5,4,1,4,3,2,3,2,1,4242,77,6,0
IT,Level 1,0,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.9,7,269,4,0,0,medium,9,5,2,1,1,1,1,1,2,1,2,2,2,2,1,1,3,2,1,1835,90,3,1
Human Resources,Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,5,5,4,4,3,0.88,4,149,2,0,0,low,2,2,2,5,1,3,3,3,2,2,5,3,3,2,4,2,2,4,5,4026,73,9,0
Warehouse,Senior Manager,1,3,6,0.8,3.0,3.0,4.0,4.0,3,5,4,4,5,1,2,3,2,1,0.84,7,250,4,0,0,low,9,1,4,5,1,2,1,1,2,2,3,2,1,1,1,1,3,2,4,1890,86,6,1
Human Resources,Level 1,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.51,4,214,2,0,0,low,27,4,4,3,4,2,1,2,2,2,3,1,2,5,5,1,3,4,5,3100,76,10,0
Operations,Manager,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.57,2,183,4,0,0,low,48,2,1,5,2,2,2,1,2,2,2,1,3,2,1,1,3,3,4,3374,89,10,0
IT,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.56,2,160,3,0,0,low,54,3,1,3,4,2,2,1,1,2,3,1,2,2,3,2,1,2,1,1041,62,6,1
Operations,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,5,5,4,4,3,0.55,5,247,3,0,0,low,61,3,4,3,3,1,1,2,1,1,1,2,5,1,4,1,3,3,4,3339,78,7,0
Sales,Level 2-4,1,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.51,2,159,3,0,0,low,2,2,1,4,1,1,2,2,1,2,2,1,3,1,2,1,3,4,4,1778,73,8,1
Human Resources,Level 2-4,0,3,6,0.8,3.0,3.0,4.0,4.0,5,5,4,5,4,5,5,4,4,3,0.98,5,132,4,0,0,low,8,5,1,4,3,3,2,2,2,3,2,3,5,3,5,2,3,1,1,4339,78,8,0
Operations,Level 2-4,0,3,6,0.4,3.0,3.0,4.0,5.0,2,3,2,3,2,1,2,3,2,1,0.54,2,152,3,0,0,low,24,2,1,3,5,1,2,1,1,2,2,1,1,4,3,1,2,5,4,1052,61,6,1
